,ID,Program.Code,From.Grade,To.Grade,Group.State,Is.Non.Annual.,Days,Travel.Type,Departure.Date,Return.Date,Deposit.Date,Special.Pay,Tuition,FRP.Active,FRP.Cancelled,FRP.Take.up.percent.,Early.RPL,Latest.RPL,Cancelled.Pax,Total.Discount.Pax,Initial.System.Date,Poverty.Code,Region,CRM.Segment,School.Type,Parent.Meeting.Flag,MDR.Low.Grade,MDR.High.Grade,Total.School.Enrollment,Income.Level,EZ.Pay.Take.Up.Rate,School.Sponsor,SPR.Product.Type,SPR.New.Existing,FPP,Total.Pax,SPR.Group.Revenue,NumberOfMeetingswithParents,FirstMeeting,LastMeeting,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,SchoolGradeTypeLow,SchoolGradeTypeHigh,SchoolGradeType,DepartureMonth,GroupGradeTypeLow,GroupGradeTypeHigh,GroupGradeType,MajorProgramCode,SingleGradeTripFlag,FPP.to.School.enrollment,FPP.to.PAX,Num.of.Non_FPP.PAX,SchoolSizeIndicator,Retained.in.2012.,NPS 2011,NPS 2010,NPS 2009,NPS 2008,>= 3 FPP Date,>= 10 FPP Date,>= 20 FPP Date,>= 35 FPP Date,From.Grade_surrogate,To.Grade_surrogate,Special.Pay_surrogate,Early.RPL_surrogate,Latest.RPL_surrogate,Initial.System.Date_surrogate,Poverty.Code_surrogate,CRM.Segment_surrogate,MDR.Low.Grade_surrogate,MDR.High.Grade_surrogate,Total.School.Enrollment_surrogate,Income.Level_surrogate,FirstMeeting_surrogate,LastMeeting_surrogate,DifferenceTraveltoFirstMeeting_surrogate,DifferenceTraveltoLastMeeting_surrogate,FPP.to.School.enrollment_surrogate,SchoolSizeIndicator_surrogate,NPS 2011_surrogate,NPS 2010_surrogate,NPS 2009_surrogate,NPS 2008_surrogate,>= 3 FPP Date_surrogate,>= 10 FPP Date_surrogate,>= 20 FPP Date_surrogate,>= 35 FPP Date_surrogate
2205,2206,HC,8.0,8.0,CA,0,6,A,2011-06-18,2011-06-24,2010-11-15,FIXED_NA,2544,13,6,0.44799999999999995,2010-03-01,2010-08-30,6,2,2010-02-27,C,Southern California,5.0,PUBLIC,1,K,8.0,1068.0,J,0.483,0,East Coast,EXISTING,29,31,2544,1,2011-04-06,2011-04-06,73.0,73.0,Middle,Middle,Middle->Middle,June,K,Middle,K->Middle,H,1,0.027153557999999998,0.935483871,2,L,1,8.0,10.0,10.0,10.0,2010-04-30,2010-05-18,2010-06-01,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2206,2207,HD,8.0,8.0,CA,0,8,A,2011-06-18,2011-06-25,2010-11-01,FIXED_NA,2718,55,13,0.6709999999999999,2010-03-01,2010-03-01,13,10,2010-02-25,FIXED_NA,Northern California,7.0,CHD,1,FIXED_NA,0.0,0.0,FIXED_NA,0.342,0,East Coast,EXISTING,82,92,2718,2,2010-09-28,2010-09-29,263.0,262.0,Middle,Middle,Middle->Middle,June,Undefined,Undefined,Undefined->Undefined,H,1,0.0,0.891304348,10,FIXED_NA,1,0.0,0.0,0.0,10.0,2010-04-05,2010-05-03,2010-05-23,2010-05-27,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0
2207,2208,HD,5.0,5.0,OR,0,8,A,2011-06-18,2011-06-25,2010-11-15,FIXED_NA,2398,5,1,0.22699999999999998,1900-01-01,2010-09-23,2,2,2010-08-05,B,Pacific Northwest,4.0,PUBLIC,1,K,5.0,433.0,J,0.136,0,East Coast,EXISTING,22,24,2398,2,2010-09-16,2010-11-16,275.0,214.0,Elementary,Elementary,Elementary->Elementary,June,K,Elementary,K->Elementary,H,1,0.05080831400000001,0.916666667,2,S-M,1,10.0,10.0,10.0,10.0,2010-09-28,2010-11-20,2011-01-25,1900-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2208,2209,HC,8.0,8.0,OR,0,8,A,2011-06-18,2011-06-26,2010-10-08,CP,2621,18,13,0.48700000000000004,2010-04-19,2010-08-25,19,3,2010-04-09,B,Pacific Northwest,5.0,PUBLIC,1,6,8.0,705.0,H,0.297,0,East Coast,EXISTING,37,40,2621,1,2010-09-14,2010-09-14,277.0,277.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.05248227,0.925,3,M-L,1,9.0,8.0,0.0,9.0,2010-04-20,2010-04-20,2010-04-20,2010-04-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2209,2210,CC,11.0,12.0,CA,0,Other.Days,A,2011-06-18,2011-06-27,2010-12-15,FIXED_NA,2976,19,13,0.731,2010-04-22,2010-09-14,16,2,2010-04-15,FIXED_NA,Southern California,8.0,CHD,1,9,12.0,420.0,E,0.308,1,East Coast,EXISTING,26,28,2976,1,2010-09-15,2010-09-15,276.0,276.0,High,High,High->High,June,High,High,High->High,C,0,0.061904762,0.9285714290000001,2,S-M,0,7.0,0.0,10.0,0.0,2010-05-11,2010-05-30,2010-07-27,1900-01-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2210,2211,HD,7.0,8.0,CA,1,5,A,2011-06-19,2011-06-23,2010-11-01,FIXED_NA,1993,11,3,0.647,2010-02-26,2010-09-14,3,2,2010-02-27,C,Southern California,5.0,PUBLIC,1,6,8.0,941.0,N,0.353,0,East Coast,EXISTING,17,19,1993,1,2010-12-06,2010-12-06,195.0,195.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.018065887,0.894736842,2,L,0,0.0,0.0,0.0,0.0,2010-05-24,2010-06-01,1900-01-01,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1
2211,2212,HD,8.0,8.0,CA,0,5,A,2011-06-19,2011-06-23,2010-10-15,FIXED_NA,2120,5,3,0.833,1900-01-01,2010-08-31,4,2,2010-04-18,B,Northern California,5.0,PUBLIC,0,7,8.0,800.0,Q,0.33299999999999996,0,East Coast,EXISTING,6,8,2120,0,1900-01-01,1900-01-01,0.0,0.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.0075,0.75,2,M-L,0,0.0,0.0,10.0,6.0,2010-09-27,1900-01-01,1900-01-01,1900-01-01,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1
2212,2213,HD,7.0,8.0,OR,0,5,A,2011-06-19,2011-06-23,2010-10-22,FIXED_NA,2002,6,1,0.857,2010-03-19,2010-09-02,2,1,2010-03-17,C,Pacific Northwest,5.0,PUBLIC,1,6,8.0,967.0,J,0.7140000000000001,0,East Coast,EXISTING,7,8,2002,1,2010-09-30,2010-09-30,262.0,262.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.007238883000000001,0.875,1,L,0,0.0,10.0,0.0,0.0,2010-10-06,1900-01-01,1900-01-01,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1
2213,2214,HD,8.0,8.0,OR,0,5,A,2011-06-19,2011-06-23,2010-11-10,FIXED_NA,1990,15,3,0.7140000000000001,2010-05-04,2010-09-17,4,2,2010-05-05,B,Pacific Northwest,5.0,PUBLIC,1,6,8.0,723.0,G,0.23800000000000002,0,East Coast,EXISTING,21,23,1990,2,2010-10-06,2010-10-07,256.0,255.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.029045643,0.913043478,2,M-L,1,8.0,9.0,0.0,10.0,2010-05-30,2010-10-29,2010-11-10,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2214,2215,HD,6.0,8.0,WA,1,5,A,2011-06-19,2011-06-23,2010-10-22,FIXED_NA,1992,3,3,1.0,2010-04-15,2010-08-19,6,1,2010-04-13,C,Pacific Northwest,5.0,PUBLIC,1,6,8.0,302.0,F,0.33299999999999996,0,East Coast,NEW,3,4,1992,2,2010-05-12,2010-10-06,403.0,256.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.009933775,0.75,1,S,0,7.0,0.0,0.0,0.0,2010-05-27,1900-01-01,1900-01-01,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1
2215,2216,HD,6.0,9.0,WA,0,5,A,2011-06-19,2011-06-23,2010-12-01,FIXED_NA,1999,12,5,0.6,2010-02-22,2010-09-01,5,2,2009-09-19,B,Pacific Northwest,5.0,PUBLIC,1,6,8.0,350.0,N,0.15,0,East Coast,NEW,20,22,1999,1,2010-09-23,2010-09-23,269.0,269.0,Middle,High,Middle->High,June,Middle,Middle,Middle->Middle,H,0,0.057142857000000005,0.9090909090000001,2,S-M,0,10.0,0.0,0.0,0.0,2010-03-08,2010-03-13,2011-05-12,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
2216,2217,HD,8.0,8.0,NE,0,5,A,2011-06-19,2011-06-23,2010-11-01,FR,1699,2,0,0.11800000000000001,2010-03-10,2010-08-13,0,2,2010-02-18,B,Other,10.0,PUBLIC,1,K,12.0,510.0,K,0.059000000000000004,0,East Coast,EXISTING,17,19,1699,1,2010-08-25,2010-08-25,298.0,298.0,Middle,Middle,Middle->Middle,June,K,High,K->High,H,1,0.033333333,0.894736842,2,S-M,1,10.0,10.0,0.0,8.0,2010-08-26,2010-10-15,1900-01-01,1900-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2217,2218,HD,8.0,8.0,OR,0,5,A,2011-06-19,2011-06-23,2010-10-15,FIXED_NA,1788,14,3,0.519,2010-02-08,2010-09-07,3,4,2010-02-05,C,Pacific Northwest,5.0,PUBLIC,1,6,8.0,711.0,M,0.259,0,East Coast,EXISTING,27,31,1788,1,2010-09-30,2010-09-30,262.0,262.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.037974684,0.870967742,4,M-L,1,10.0,10.0,10.0,10.0,2010-05-24,2010-10-01,2010-10-15,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2218,2219,HD,8.0,8.0,WA,0,5,A,2011-06-19,2011-06-23,2010-10-01,FIXED_NA,2023,5,8,0.625,2010-04-22,2010-08-31,9,1,2010-04-21,B,Pacific Northwest,5.0,PUBLIC,1,6,8.0,367.0,N,0.75,0,East Coast,NEW,8,9,2023,2,2010-05-19,2010-09-22,396.0,270.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.021798365,0.8888888890000001,1,S-M,0,10.0,0.0,0.0,0.0,2010-05-25,1900-01-01,1900-01-01,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1
2219,2220,HD,8.0,8.0,OR,0,5,A,2011-06-19,2011-06-23,2010-10-15,FIXED_NA,1767,15,2,0.682,2009-10-07,2010-08-31,2,2,2009-10-07,B,Pacific Northwest,10.0,PUBLIC,1,K,8.0,499.0,N,0.273,0,East Coast,NEW,22,24,1767,2,2009-10-29,2010-09-30,598.0,262.0,Middle,Middle,Middle->Middle,June,K,Middle,K->Middle,H,1,0.04408817599999999,0.916666667,2,S-M,1,10.0,0.0,0.0,0.0,2009-12-10,2009-12-14,2010-02-08,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
2220,2221,HD,9.0,12.0,WA,0,5,A,2011-06-19,2011-06-23,2010-10-24,FIXED_NA,2028,2,2,0.33299999999999996,2010-04-15,2010-08-31,2,1,2010-04-13,C,Pacific Northwest,10.0,PUBLIC,1,7,8.0,263.0,L,0.667,0,East Coast,NEW,6,7,2028,1,2010-09-28,2010-09-28,264.0,264.0,High,High,High->High,June,Middle,Middle,Middle->Middle,H,0,0.022813688,0.857142857,1,S,0,0.0,0.0,0.0,0.0,2010-06-09,1900-01-01,1900-01-01,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1
2221,2222,HD,5.0,6.0,NV,1,5,A,2011-06-19,2011-06-23,2010-10-01,FIXED_NA,2315,5,0,0.7140000000000001,2010-02-09,2010-08-09,0,1,2010-02-06,B,Other,4.0,PUBLIC,1,K,6.0,680.0,P,0.28600000000000003,0,East Coast,EXISTING,7,8,2315,2,2010-02-24,2010-08-24,480.0,299.0,Elementary,Middle,Elementary->Middle,June,K,Middle,K->Middle,H,0,0.010294118,0.875,1,M-L,0,0.0,0.0,10.0,0.0,2010-10-17,1900-01-01,1900-01-01,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1
2222,2223,HD,8.0,8.0,WA,0,5,A,2011-06-19,2011-06-23,2010-10-07,FIXED_NA,1995,4,5,0.444,1900-01-01,2010-08-30,6,1,2010-08-24,B,Pacific Northwest,5.0,PUBLIC,1,6,8.0,798.0,Q,0.222,0,East Coast,NEW,9,10,1995,1,2010-09-23,2010-09-23,269.0,269.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.011278195,0.9,1,M-L,0,8.0,0.0,0.0,0.0,2010-10-04,1900-01-01,1900-01-01,1900-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1
2223,2224,HD,8.0,8.0,OR,0,5,A,2011-06-19,2011-06-23,2010-10-22,FIXED_NA,2125,3,0,0.177,1900-01-01,2010-09-03,0,1,2010-08-27,FIXED_NA,Pacific Northwest,5.0,Catholic,0,PK,8.0,350.0,L,0.177,0,East Coast,EXISTING,17,18,2125,0,1900-01-01,1900-01-01,0.0,0.0,Middle,Middle,Middle->Middle,June,PK,Middle,PK->Middle,H,1,0.048571429000000006,0.944444444,1,S-M,0,10.0,10.0,0.0,0.0,2010-10-14,2010-10-18,1900-01-01,1900-01-01,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1
2224,2225,HD,6.0,8.0,WA,0,5,A,2011-06-19,2011-06-23,2010-10-20,FIXED_NA,1995,12,7,0.667,1900-01-01,2010-09-13,15,1,2010-09-09,B,Pacific Northwest,10.0,PUBLIC,1,6,8.0,725.0,C,0.16699999999999998,0,East Coast,NEW,18,19,1995,1,2010-09-30,2010-09-30,262.0,262.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.024827586000000002,0.947368421,1,M-L,0,0.0,0.0,0.0,0.0,2010-10-01,2010-10-09,1900-01-01,1900-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1
2225,2226,SK,7.0,7.0,VA,0,5,A,2011-06-19,2011-06-23,2010-11-02,FIXED_NA,1798,23,4,0.639,1900-01-01,2010-09-22,3,3,2010-09-22,A,Other,7.0,PUBLIC,0,5,7.0,457.0,Q,0.33299999999999996,0,Science,EXISTING,36,39,1798,0,1900-01-01,1900-01-01,0.0,0.0,Middle,Middle,Middle->Middle,June,Elementary,Middle,Elementary->Middle,S,1,0.078774617,0.923076923,3,S-M,1,0.0,9.0,0.0,0.0,2010-09-24,2010-09-29,2010-10-13,2010-12-06,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0
2226,2227,HD,8.0,8.0,CA,0,5,A,2011-06-19,2011-06-23,2010-10-29,FIXED_NA,1999,3,3,0.6,1900-01-01,2010-09-24,8,1,2010-09-22,C,Southern California,10.0,PUBLIC,1,6,8.0,950.0,G,0.0,0,East Coast,NEW,5,6,1999,1,2010-10-13,2010-10-13,249.0,249.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.005263158,0.833333333,1,L,1,0.0,0.0,0.0,0.0,2010-10-24,1900-01-01,1900-01-01,1900-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1
2227,2228,HD,8.0,8.0,CA,0,5,A,2011-06-19,2011-06-24,2010-06-01,FIXED_NA,2199,22,3,0.611,2010-04-29,2010-04-29,8,7,2010-04-23,B,Southern California,5.0,PUBLIC,0,7,8.0,1149.0,Q,0.306,0,East Coast,EXISTING,36,43,2199,0,1900-01-01,1900-01-01,0.0,0.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.031331593,0.837209302,7,L,1,8.0,8.0,0.0,3.0,2010-05-27,2010-05-31,2010-06-01,2010-06-08,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
2228,2229,HD,7.0,8.0,IA,1,6,B,2011-06-19,2011-06-24,2010-10-15,FR,1179,24,4,0.5329999999999999,2010-02-10,2010-08-26,4,4,2010-01-12,A,Other,10.0,PUBLIC,1,6,8.0,190.0,L,0.35600000000000004,0,East Coast,EXISTING,45,49,1179,1,2010-09-23,2010-09-23,269.0,269.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.236842105,0.918367347,4,S,0,0.0,0.0,10.0,0.0,2010-03-01,2010-03-11,2010-03-15,2010-04-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
2229,2230,HC,8.0,8.0,CA,0,5,A,2011-06-19,2011-06-24,2010-10-01,FIXED_NA,2257,5,2,0.33299999999999996,2010-09-02,2010-09-02,6,5,2010-03-15,B,Southern California,5.0,PUBLIC,1,7,8.0,1477.0,M,0.067,0,East Coast,EXISTING,15,20,2257,1,2010-09-09,2010-09-09,283.0,283.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.010155721,0.75,5,L,1,5.0,8.0,7.0,9.0,2010-10-23,2010-11-30,1900-01-01,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2230,2231,HD,8.0,8.0,WA,0,6,A,2011-06-19,2011-06-24,2010-10-15,FIXED_NA,2197,25,9,0.7809999999999999,2010-03-15,2010-08-31,8,3,2010-03-05,A,Pacific Northwest,5.0,PUBLIC,1,6,8.0,916.0,Q,0.406,0,East Coast,EXISTING,32,35,2197,1,2010-10-05,2010-10-05,257.0,257.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.034934498,0.914285714,3,L,1,10.0,0.0,9.0,10.0,2010-05-10,2010-05-10,2010-05-03,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2231,2232,HD,7.0,8.0,WA,0,6,A,2011-06-19,2011-06-24,2010-10-05,FIXED_NA,2513,10,0,0.588,1900-01-01,2010-08-30,1,2,2010-07-01,A,Pacific Northwest,4.0,PUBLIC,1,5,6.0,523.0,P,0.11800000000000001,0,East Coast,NEW,17,19,2513,1,2010-09-20,2010-09-20,272.0,272.0,Middle,Middle,Middle->Middle,June,Elementary,Middle,Elementary->Middle,H,0,0.03250478,0.894736842,2,S-M,0,0.0,0.0,0.0,0.0,2010-10-10,2010-10-18,1900-01-01,1900-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1
2232,2233,HC,8.0,8.0,CA,0,6,A,2011-06-19,2011-06-24,2010-10-25,FIXED_NA,2534,13,0,0.591,2010-04-05,2010-08-26,0,1,2010-04-02,B,Northern California,5.0,PUBLIC,1,6,8.0,553.0,P,0.182,0,East Coast,EXISTING,22,23,2534,1,2010-09-15,2010-09-15,277.0,277.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.039783002000000005,0.956521739,1,S-M,0,10.0,10.0,10.0,10.0,2010-05-27,2010-10-19,2010-12-06,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2233,2234,HC,8.0,8.0,OR,0,6,A,2011-06-19,2011-06-24,2010-11-01,FIXED_NA,2455,14,3,0.667,2010-03-04,2010-08-31,6,2,2010-02-09,C,Pacific Northwest,5.0,PUBLIC,1,6,8.0,546.0,J,0.28600000000000003,0,East Coast,EXISTING,21,23,2455,1,2010-09-28,2010-09-28,264.0,264.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.038461537999999997,0.913043478,2,S-M,1,9.0,9.0,8.0,7.0,2010-04-26,2010-05-26,2010-11-01,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2234,2235,HD,8.0,8.0,OR,0,5,A,2011-06-19,2011-06-24,2010-11-01,FR,1999,10,6,0.7140000000000001,2010-05-25,2010-08-17,7,2,2010-05-19,C,Pacific Northwest,5.0,PUBLIC,1,6,8.0,634.0,J,0.28600000000000003,0,East Coast,EXISTING,14,16,1999,1,2010-09-21,2010-09-21,271.0,271.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.022082018999999998,0.875,2,M-L,0,8.0,7.0,9.0,10.0,2010-06-08,2010-09-29,1900-01-01,1900-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2235,2236,HD,8.0,9.0,CA,0,6,A,2011-06-19,2011-06-24,2010-10-15,FIXED_NA,2129,14,5,0.667,2010-05-03,2010-08-24,7,3,2010-05-03,C,Southern California,10.0,PUBLIC,1,7,12.0,1558.0,G,0.33299999999999996,0,East Coast,EXISTING,21,24,2129,1,2010-09-16,2010-09-16,276.0,276.0,Middle,High,Middle->High,June,Middle,High,Middle->High,H,0,0.013478819,0.875,3,L,1,10.0,10.0,0.0,10.0,2010-07-01,2010-10-15,2010-11-16,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2236,2237,HD,7.0,8.0,CA,1,6,A,2011-06-19,2011-06-24,2010-11-30,FIXED_NA,1959,24,9,0.8,1900-01-01,2010-10-20,10,3,2010-10-01,C,Northern California,10.0,PUBLIC,1,K,8.0,625.0,O,0.067,0,East Coast,EXISTING,30,33,1959,1,2010-10-27,2010-10-27,235.0,235.0,Middle,Middle,Middle->Middle,June,K,Middle,K->Middle,H,0,0.048,0.9090909090000001,3,M-L,0,0.0,0.0,0.0,0.0,2010-12-13,2010-12-15,2010-12-15,1900-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1
2237,2238,HD,5.0,5.0,CA,0,6,A,2011-06-19,2011-06-24,2010-11-19,FIXED_NA,2126,7,0,0.5,1900-01-01,2010-10-07,0,1,2010-10-06,C,Northern California,4.0,PUBLIC,1,K,6.0,600.0,J,0.35700000000000004,0,East Coast,NEW,14,15,2126,1,2010-10-26,2010-10-26,236.0,236.0,Elementary,Elementary,Elementary->Elementary,June,K,Middle,K->Middle,H,1,0.023333332999999998,0.933333333,1,M-L,1,8.0,0.0,9.0,0.0,2010-11-09,2010-11-19,1900-01-01,1900-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
2238,2239,SC,10.0,11.0,OR,0,7,A,2011-06-19,2011-06-25,2010-10-31,FIXED_NA,2619,3,1,0.75,2010-03-15,2010-08-31,5,1,2010-03-10,C,Pacific Northwest,8.0,PUBLIC,1,9,12.0,1563.0,J,0.0,0,Costa Rica,NEW,4,5,2619,1,2010-04-08,2010-04-08,437.0,437.0,High,High,High->High,June,High,High,High->High,S,0,0.002559181,0.8,1,L,0,0.0,0.0,0.0,0.0,2010-04-20,1900-01-01,1900-01-01,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1
2239,2240,SC,9.0,12.0,VA,1,7,A,2011-06-19,2011-06-25,2010-11-19,FIXED_NA,2389,8,1,0.8,2010-03-17,2010-09-14,2,1,2010-03-17,B,Other,6.0,PUBLIC,1,9,12.0,1712.0,N,0.1,0,Costa Rica,NEW,10,11,2389,1,2010-10-12,2010-10-12,250.0,250.0,High,High,High->High,June,High,High,High->High,S,0,0.0058411209999999995,0.9090909090000001,1,L,1,9.0,0.0,0.0,10.0,2010-04-26,2010-11-07,1900-01-01,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
2240,2241,SC,10.0,10.0,MD,0,7,A,2011-06-19,2011-06-25,2010-12-07,FIXED_NA,2299,9,3,0.6,1900-01-01,2010-11-16,2,1,2010-11-17,A,Other,6.0,PUBLIC,1,9,12.0,2120.0,P,0.133,0,Costa Rica,NEW,15,16,2299,1,2010-11-22,2010-11-22,209.0,209.0,High,High,High->High,June,High,High,High->High,S,1,0.007075471999999999,0.9375,1,L,0,8.0,0.0,0.0,0.0,2010-11-30,2010-12-05,1900-01-01,1900-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1
2241,2242,HC,8.0,8.0,OR,0,8,A,2011-06-19,2011-06-26,2010-10-29,FIXED_NA,2894,6,1,0.462,2010-04-16,2010-09-01,1,1,2010-02-12,C,Pacific Northwest,5.0,PUBLIC,1,6,8.0,790.0,I,0.539,0,East Coast,EXISTING,13,14,2894,2,2010-05-19,2010-09-29,396.0,263.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.016455696000000002,0.9285714290000001,1,M-L,1,10.0,9.0,9.0,10.0,2010-05-28,2010-06-01,1900-01-01,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2242,2243,HD,7.0,8.0,CA,0,8,A,2011-06-19,2011-06-26,2010-10-29,FIXED_NA,2571,25,16,0.7809999999999999,2010-03-25,2010-08-25,1,3,2010-03-02,FIXED_NA,Northern California,5.0,Catholic,1,PK,8.0,440.0,P,0.594,0,East Coast,EXISTING,32,35,2571,1,2010-09-22,2010-09-22,270.0,270.0,Middle,Middle,Middle->Middle,June,PK,Middle,PK->Middle,H,0,0.072727273,0.914285714,3,S-M,1,10.0,10.0,10.0,10.0,2010-05-27,2010-06-01,2010-08-20,1900-01-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2243,2244,ST,8.0,8.0,VA,0,4,A,2011-06-20,2011-06-23,2010-10-31,FIXED_NA,1671,6,10,0.75,2010-04-05,2010-08-26,12,2,2010-04-02,B,Other,6.0,PUBLIC,1,6,8.0,688.0,I,0.5,0,Science,NEW,8,10,1671,1,2010-04-27,2010-04-27,419.0,419.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,S,1,0.011627907,0.8,2,M-L,1,10.0,0.0,0.0,0.0,2010-05-03,1900-01-01,1900-01-01,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1
